review,time,category
"Smudge-Free, Long Lasting, Pigmented, Smooth In Application",07/10/17,Eyes
"Smudge-Free, Long Lasting, Pigmented",24/09/17,Eyes
"Not Long Lasting, Pigmented, Difficult to Apply, Expensive",28/08/17,Eyes
"Not Smudge Free, Long Lasting, Smooth In Application, Expensive",08/05/18,Eyes
"Smudge-Free, Long Lasting, Not Pigmented, Difficult to Apply",12/06/18,Eyes
"Smudge-Free, Long Lasting, Pigmented, Smooth In Application",05/03/18,Eyes
,19/02/18,Eyes
"Smudge-Free, Long Lasting, Pigmented, Smooth In Application, Good For Daily Use",05/05/18,Eyes
,11/03/18,Eyes
,08/11/17,Eyes
,02/02/18,Eyes
"Smudge-Free, Long Lasting, Smooth In Application, Convenient Packaging",5 days ago,Eyes
"Not Smudge Free, Not Pigmented, Difficult to Apply",07/06/18,Eyes
"Smudge-Free, Long Lasting, Pigmented, Smooth In Application",10/08/18,Eyes
"Not Smudge Free, Not Long Lasting, Not Pigmented, Difficult to Apply, Expensive",13/08/18,Eyes
,08/05/18,Eyes
"Smudge-Free, Long Lasting, Pigmented, Smooth In Application, Value For Money",20/06/18,Eyes
"Smudge-Free, Long Lasting, Not Pigmented, Difficult to Apply, Not for Daily Use",04/06/18,Eyes
"Smudge-Free, Long Lasting, Pigmented",26/05/17,Eyes
"Not Smudge Free, Not Long Lasting, Pigmented, Smooth In Application, Convenient Packaging",11/09/18,Eyes
"Not Smudge Free, Long Lasting, Pigmented, Smooth In Application",14 days ago,Eyes
,21/11/17,Eyes
"Smudge-Free, Long Lasting, Pigmented, Smooth In Application, Value For Money",11/01/18,Eyes
Convenient Packaging,08/02/18,Eyes
"Smudge-Free, Long Lasting, Pigmented, Smooth In Application",23/05/18,Eyes
"Smudge-Free, Long Lasting, Smooth In Application",25/06/18,Eyes
,03/01/17,Eyes
,03/12/17,Eyes
"Expensive, Not Smudge Free, Not Long Lasting, Not Pigmented, Difficult to Apply",24/12/16,Eyes
"Smudge-Free, Long Lasting, Pigmented, Smooth In Application, Value For Money",20/01/18,Eyes
"Smudge-Free, Long Lasting, Pigmented, Smooth In Application, Good For Daily Use",29/05/18,Eyes
,08/03/18,Eyes
"Not Smudge Free, Long Lasting, Smooth In Application",29/09/17,Eyes
Smudge-Free,15/01/18,Eyes
"Smudge-Free, Long Lasting, Pigmented, Smooth In Application",13/12/17,Eyes
"Value For Money, Smudge-Free, Long Lasting, Pigmented, Smooth In Application",25/11/17,Eyes
"Smudge-Free, Not Long Lasting, Pigmented, Smooth In Application",09/02/18,Eyes
,03/02/18,Eyes
"Smudge-Free, Long Lasting, Not Pigmented, Smooth In Application",16/04/18,Eyes
"Not Smudge Free, Long Lasting, Not Pigmented, Smooth In Application, Value For Money",19/02/18,Eyes
"Smudge-Free, Expensive",24/08/17,Eyes
"Smudge-Free, Pigmented, Smooth In Application, Value For Money",19/01/17,Eyes
"Expensive, Smudge-Free, Long Lasting, Pigmented, Smooth In Application",18/09/16,Eyes
,24/12/17,Eyes
"Smudge-Free, Pigmented, Smooth In Application",08/09/18,Eyes
"Not for Daily Use, Smudge-Free, Long Lasting, Pigmented, Smooth In Application",01/09/17,Eyes
"Smudge-Free, Long Lasting, Pigmented, Smooth In Application, Value For Money",14/11/17,Eyes
,23/05/18,Face
"evens skin tone, Smooth In Finish, Long Lasting, Value For Money, Good For Daily Use",04/09/18,Face
"evens skin tone, Smooth In Finish",2 days ago,Face
,10/08/18,Face
"Does not even the Tone, Smooth In Finish, Not Long Lasting, Expensive, Not for Daily Use",05/03/18,Face
"Does not even the Tone, Expensive",09/09/18,Face
,23/05/18,Face
"evens skin tone, Smooth In Finish, Long Lasting, Good For Daily Use",04/05/18,Face
"evens skin tone, Smooth In Finish, Long Lasting",26/03/18,Face
"Does not even the Tone, Not Smooth in Finish, Not Long Lasting",22/08/18,Face
"Does not even the Tone, Smooth In Finish, Not Long Lasting, Good For Daily Use",30/08/18,Face
"Good For Daily Use, evens skin tone",05/09/18,Face
"evens skin tone, Long Lasting, Smooth In Finish",02/11/17,Face
"evens skin tone, Smooth In Finish, Long Lasting, Value For Money",24/11/17,Face
"evens skin tone, Smooth In Finish, Long Lasting, Value For Money",22/02/18,Face
"evens skin tone, Smooth In Finish, Not Long Lasting",30/07/18,Face
,3 days ago,Face
,1 day ago,Face
"evens skin tone, Smooth In Finish, Long Lasting, Not for Daily Use, Convenient Packaging",11/09/18,Face
,11/05/18,Face
"Expensive, Does not even the Tone, Smooth In Finish, Long Lasting",11/07/18,Face
"Good For Daily Use, Convenient Packaging, evens skin tone, Smooth In Finish, Long Lasting",31/08/17,Face
"evens skin tone, Smooth In Finish",2 days ago,Face
"Smooth In Finish, Long Lasting, Value For Money, Not for Daily Use",23/12/17,Face
"evens skin tone, Smooth In Finish, Long Lasting, Value For Money",03/09/18,Face
,14/08/18,Face
"evens skin tone, Smooth In Finish, Long Lasting, Value For Money, Good For Daily Use",27/07/18,Face
"evens skin tone, Smooth In Finish, Long Lasting",8 days ago,Face
"Does not even the Tone, Not Long Lasting, Expensive, Good For Daily Use",21/07/18,Face
"Value For Money, Good For Daily Use, evens skin tone, Smooth In Finish, Long Lasting",20/08/18,Face
,15 days ago,Face
"evens skin tone, Smooth In Finish",01/06/18,Face
"evens skin tone, Not Smooth in Finish, Not Long Lasting, Expensive, Not for Daily Use",10/07/18,Face
"Does not even the Tone, Not Smooth in Finish, Not Long Lasting, Not for Daily Use",1 hour ago,Face
"evens skin tone, Smooth In Finish, Value For Money, Good For Daily Use",12/06/18,Face
Good For Daily Use,6 days ago,Face
"evens skin tone, Smooth In Finish, Long Lasting",28/07/17,Face
"Good For Daily Use, evens skin tone, Smooth In Finish, Long Lasting",06/01/17,Face
"Expensive, Not for Daily Use, Does not even the Tone, Not Smooth in Finish, Not Long Lasting",27/04/17,Face
,01/09/18,Face
"evens skin tone, Smooth In Finish, Long Lasting, Value For Money, Good For Daily Use",7 days ago,Face
"evens skin tone, Smooth In Finish, Long Lasting, Value For Money, Good For Daily Use",15/01/18,Face
"evens skin tone, Smooth In Finish, Long Lasting",25/08/17,Face
Smashing colour. Highly recommend it,27/04/18,Nails
I dnt get same shade as shown in picture,23/06/18,Nails
well it is a b'ful color but if u do house work like cooking nd cleaning thn it ll not last long otherwise 2-3 days thn it ll strt fadinh.,19/06/18,Nails
pathetic and extremely slow delivery,30/06/18,Nails
,16/07/18,Nails
long lasting,19/07/18,Nails
Sooo good. Lovely and peppy shade of pink. Great finish!,24/12/17,Nails
very pretty and decent one.stays for more than a week.,27/07/16,Nails
,21/02/17,Nails
veryyyy nice product,07/07/17,Nails
,28/12/17,Nails
,02/06/18,Nails
it's a pale bluish grey color. It took me 10 mins to semi-dry after applying 2 coats. The NY Bae creme nail polishes takes a long time to dry actually.,01/05/18,Nails
,11/05/18,Nails
,06/05/18,Nails
,21/02/18,Nails
,3 days ago,Nails
super duper colour liked it so much fast drying complete matte finish,22/06/17,Nails
This is awesome. just love it.,10/03/18,Nails
,19/08/18,Nails
,22/03/18,Nails
super color same as in the picture... i love it,12 days ago,Nails
,17/08/18,Nails
,17/08/18,Nails
I order this on 30 april 2018.he had informed me that the order will be arriving by 7 may 2018 but today 11 may 2018 still the order not arrive,11/05/18,Nails
very light and transparent colors,28/06/17,Nails
very NYC product I like it,06/04/18,Nails
,23/05/18,Nails
,09/05/18,Nails
"quality is awesome , and it gives perfect matte look and dries very fast .. loved it",27/06/18,Nails
,27/04/18,Nails
,23/06/18,Nails
"Chipps, Smooth In Application, Strengthening, Quickly Drying",19/06/18,Nails
,30/06/18,Nails
,16/07/18,Nails
"Smooth In Application, Strengthening, Quickly Drying, Value For Money",19/07/18,Nails
,27/07/16,Nails
"Non-Chipping, Smooth In Application, Strengthening, Quickly Drying, Value For Money",24/12/17,Nails
"Convenient Packaging, Non-Chipping, Smooth In Application, Not Strengthening, Quickly Drying",21/02/17,Nails
,07/07/17,Nails
"Non-Chipping, Strengthening, Quickly Drying",28/12/17,Nails
,02/06/18,Nails
"Difficult to Apply, Strengthening, Does not Dry Quickly",01/05/18,Nails
,11/05/18,Nails
"Non-Chipping, Smooth In Application, Strengthening, Quickly Drying",06/05/18,Nails
,21/02/18,Nails
"Non-Chipping, Quickly Drying, Value For Money",3 days ago,Nails
"Value For Money, Chipps, Smooth In Application, Strengthening, Quickly Drying",10/04/17,Nails
"Smooth In Application, Strengthening, Quickly Drying, Value For Money",10/03/18,Nails
,19/08/18,Nails
"Non-Chipping, Smooth In Application, Strengthening",22/03/18,Nails
"Smooth In Application, Quickly Drying",12 days ago,Nails
,17/08/18,Nails
,17/08/18,Nails
,11/05/18,Nails
Difficult to Apply,28/06/17,Nails
,06/04/18,Nails
"Non-Chipping, Smooth In Application, Strengthening, Quickly Drying, Value For Money",23/05/18,Nails
"Non-Chipping, Smooth In Application, Strengthening, Quickly Drying, Value For Money",09/05/18,Nails
"Non-Chipping, Smooth In Application, Strengthening, Quickly Drying, Value For Money",27/06/18,Nails
,27/07/17,Skin
"Value For Money, Good For Daily Use, Cleansing, Not Hydrating, Gentle",03/06/17,Skin
"Cleansing, Hydrating, Gentle",25/04/17,Skin
"Cleansing, Gentle",07/07/17,Skin
"Cleansing, Hydrating, Gentle, Value For Money, Good For Daily Use",05/07/18,Skin
"Cleansing, Hydrating, Gentle",24/08/18,Skin
"Cleansing, Hydrating, Gentle, Value For Money, Good For Daily Use",25/07/18,Skin
"Cleansing, Hydrating, Gentle",08/07/18,Skin
"Cleansing, Hydrating, Gentle",06/07/18,Skin
"Cleansing, Not Hydrating, Gentle",31/10/17,Skin
"Value For Money, Good For Daily Use, Gentle",28/12/17,Skin
,19/12/17,Skin
"Cleansing, Hydrating, Gentle",09/11/16,Skin
"Cleansing, Gentle",10/02/17,Skin
"Not Cleansing, Not Hydrating, Not Gentle, Expensive, Not for Daily Use",09/02/17,Skin
"Value For Money, Good For Daily Use, Cleansing, Hydrating, Gentle",01/03/18,Skin
,27/05/17,Skin
"Cleansing, Hydrating, Gentle, Value For Money, Good For Daily Use",29/12/17,Skin
"Not Cleansing, Not Hydrating, Not Gentle, Expensive, Not for Daily Use",1 day ago,Skin
"Value For Money, Good For Daily Use, Cleansing, Hydrating, Gentle",18/01/18,Skin
,01/02/18,Skin
,22/10/17,Skin
"Cleansing, Hydrating, Gentle",25/06/18,Skin
,20/06/18,Skin
"Cleansing, Not Hydrating, Not Gentle",01/12/17,Skin
"Cleansing, Not Hydrating, Gentle, Value For Money, Good For Daily Use",04/12/16,Skin
,28/12/17,Skin
"Cleansing, Gentle, Good For Daily Use",30/07/18,Skin
"Cleansing, Gentle",19/08/18,Skin
"Cleansing, Hydrating, Gentle, Value For Money",31/08/18,Skin
"Cleansing, Non-Drying, Gentle, Removing Makeup, Light",02/07/18,Skin
"Cleansing, Non-Drying, Gentle, Light",13/08/18,Skin
,28/04/16,Skin
"Cleansing, Hydrating, Gentle, Expensive, Good For Daily Use",23 hours ago,Skin
"Cleansing, Gentle, Light",12/09/18,Skin
,19/07/18,Skin
Ineffective in Make-up removal,06/07/18,Skin
"Cleansing, Gentle, Light",05/06/18,Skin
,28/11/15,Skin
,03/04/13,Skin
"Cleansing, Hydrating, Gentle",01/09/18,Skin
"Cleansing, Gentle, Convenient Packaging",7 days ago,Skin
"Cleansing, Hydrating, Gentle",21/08/18,Skin
,24/12/17,Skin
"Cleansing, Hydrating, Gentle",19/01/18,Skin
"Cleansing, Hydrating, Gentle",15/01/18,Skin
,19/02/18,Skin
,30/04/18,Skin
"Not Cleansing, Hydrating, Gentle, Value For Money, Good For Daily Use",18 hours ago,Skin
,29/11/17,Skin
,09/05/17,Skin
"Not for Daily Use, Not Cleansing, Not Hydrating, Not Gentle",16/08/17,Skin
"Cleansing, Hydrating, Gentle, Value For Money",28/07/18,Skin
"Cleansing, Hydrating, Gentle, Convenient Packaging, Value For Money",21 hours ago,Skin
"Cleansing, Hydrating, Gentle",28/07/18,Skin
"Cleansing, Gentle, Good For Daily Use",28/03/18,Skin
"Cleansing, Hydrating, Gentle, Good For Daily Use",18/04/18,Skin
"Cleansing, Hydrating, Gentle",03/04/18,Skin
"this face wash is very nice. few months I have many skin problem like acne, pimple. but after using this face wash I have none of them. I really happy with this face wash. I order it second time.",27/07/17,Skin
Need to apply moisturiser immediately after pat dry.Else skin feel very dry.,03/06/17,Skin
wow product for oily acne prone skin,25/04/17,Skin
"I've extremely oily and sensitive skin. I don't believe anywhere oil beats oily as far i tried, but this face wash amazed  me. The minute after wash, it cleaned all the dirt and oil from the face. No smell left, Within 5 mins locked the freshness clean which the oily skin buddies always wanted. Nice mild fragrance of cinnamon only in the tube.  Dry and normal skin users might in need of moisturizers after wash. Oily skin users may use oil-free water based toners",07/07/17,Skin
,05/07/18,Skin
,24/08/18,Skin
Feeling refreshed with the tea-tree content in the facewash.. I really liked it👍,25/07/18,Skin
,08/07/18,Skin
It's ausm,06/07/18,Skin
"good one but drying ur face..have to apply moisturizer., smells like turmeric powder
and im not big fan of the smell(which is strong)
face was glowing after using it",31/10/17,Skin
,28/12/17,Skin
,19/12/17,Skin
works well from the first wash. There is no smell at all. It's completely herbal product n iam loving it! Quantity n quality is superb.,09/11/16,Skin
loved feel after wash,10/02/17,Skin
waste product..it make my skin dry..dont buy,09/02/17,Skin
Good ,01/03/18,Skin
good one...But not a good choice for oily / combination beauties,27/05/17,Skin
,29/12/17,Skin
this product cap was broken. and I m so disappointed,1 day ago,Skin
good,18/01/18,Skin
,01/02/18,Skin
,22/10/17,Skin
,25/06/18,Skin
,20/06/18,Skin
another product of biotique which is drying in name of refreshing i bought it thinking honey is mild n i have dry skin . it was anything but mild,01/12/17,Skin
can be a bit drying in winters. follow up with a moisturizer. will be good for summers.,04/12/16,Skin
,28/12/17,Skin
,30/07/18,Skin
Very good product,19/08/18,Skin
super nice face wash....,31/08/18,Skin
,02/07/18,Skin
,13/08/18,Skin
girlssss. i am very pleased to write this review for kaya. This is the fiRST time I have ever used kaya products ..that too purchased it online. Ppl were like it might be fake so be careful or go to kaya clinic and use on their suggestion. But I was stubborn to use it and give it a shot. And I am glad I used it coz I can see a visible change in my skin just after 2 weeks. I accept its bit costly but then its worth it. Once you start using it you will see that u will have a glowing skin with out using any cream or anything.. all natural. For me my skin tone has also improved. I am very happy with this product. I use it with kaya skin tonic,28/04/16,Skin
,23 hours ago,Skin
Using it from one week only and my tan started to disappear as well as my skin glows better than before,12/09/18,Skin
,19/07/18,Skin
,06/07/18,Skin
A perfect result can be seen after two to three weeks of usage and it is suitable for every skin type. Would love to purchase  and use it again.,05/06/18,Skin
It's a Just Ok Product... I didnt find it that much Magical according to its Cost...300 Rs. For this Product is too much...Its just like other Basic Normal 100 Rs. Or even less than that Face Washes...I didn't find much Difference,28/11/15,Skin
"It has micro beads for gentle skin exfoliation and it gently cleanses away dirt, pollution particles, grime and oil from the face. Never ever broke me out and the packaging is sturdy but a bit boring. This actually makes the skin soft, supple and glowing and the you get a lot of product for the price. A really good cleanser that does its job pretty nicely.",03/04/13,Skin
good facewash but too small,01/09/18,Skin
,7 days ago,Skin
best face wash for oily skin,21/08/18,Skin
"It reduce my acne, NC smell and hydrating,best face wash of vlcc first tym i tried, really value of money",24/12/17,Skin
,19/01/18,Skin
,15/01/18,Skin
the original price of this product is 150. you people are fooling the customers,19/02/18,Skin
actual price is 150rs of this face wash,30/04/18,Skin
,18 hours ago,Skin
this is very poor delivery system. till I didn't get my product.,29/11/17,Skin
,09/05/17,Skin
This is a soap less face wash. i don't like to use it .,16/08/17,Skin
,28/07/18,Skin
its a mild face wash and good for daily use.smells great and gives  a smooth effect in on ur skin.bothing highly special but still works good from soft or sensitive skin.,21 hours ago,Skin
I love this Product,28/07/18,Skin
The face wash contains SLES. And that is not good for the skin in the long run. Rest everything is good.,28/03/18,Skin
Amazing face wash happy to use this,18/04/18,Skin
nice product,03/04/18,Skin
sssssuper,03/08/18,Skin
"good,",05/08/18,Skin
good..i like it,09/09/18,Skin
,15/08/18,Body
one of the fav shower gels,06/09/18,Body
good product,10 days ago,Body
"amazing product,smells great,leaves ur skin soft n clean,the fragrance lingers for a long time,totally luv,re ordering a few more for my family...",03/11/16,Body
very good body wash,29/09/17,Body
,12/01/17,Body
,19/08/18,Body
,05/02/17,Body
,30/07/18,Body
,31/12/17,Body
,17/08/17,Body
,17/08/17,Body
Very Nice product,20/05/17,Body
,11/01/17,Body
,28/12/16,Body
nice product on time delivery very good packing,18/06/18,Body
,22/05/18,Body
"smell good , smooth and hydrated the skin",21/08/18,Body
,13/06/17,Body
,14/09/17,Body
,17/04/17,Body
very nice and good,10/09/17,Body
,16/06/17,Body
,29/06/17,Body
"The very first time I tried this, I was drawn to the aroma of the gel. Its fragrance envelopes you the moment it drizzles down the neck. I had to make little effort to keep my elbows, knees and ankles cleaner. Even with a normal loofah and a normal scrub, my elbows, knees and ankles were cleaner. The skin never felt better.
I am ordering it again.",14/03/14,Body
Makes the skin dry. No moisturising at all. Gets burning sensation after taking bath,26/02/17,Body
Must buy it.amazing product?,25/10/17,Body
The waterlily exotic shower gel is a refreshing and energizing gel that falls smoothly on my skin and makes my skin feel soft and pleasant. The aroma is absolutely mesmerizing and I love this shower gel.,06/12/17,Body
Received a leaked product,20/12/17,Body
lathers well...smell is very rejuvinating..nd guess what i got it for Rs 99 only during sale,24/02/18,Body
Such a good body wash! The smell is so soothing and good and helps a lot in maintaining the hygiene. The pack looks very expensive and authentic. It makes so many bubbles which is a trait of quality body wash.,24/06/18,Body
The smell is refreshing but I personally didn't like the smell .. It is purely chemical and smells like toothpaste,04/07/18,Body
,17/07/18,Body
"very gentle cleanser. fragrance is same as that of sandalwood and does linger for a few mins after shower. skin feels fresh soft and supple which is great.   I have only one complain that ingredients list must contain all ingredients as I (and many other out there) are people with v sensitive skin so that we can buy confidently. apart from this, thumps up for this shower gel. would love to try other variants too if I know they are free from all harmful chemicals.",27/04/18,Body
,27/02/18,Body
,26/02/18,Body
This strawberry shower gel is highly moisturizing and nourishing on my skin. It makes my skin feel frsh and lively. I brought this since strawberries contain salicylic acid which is known for getting rid of dead cells from the skin and tightening the pores. ,19/11/17,Body
"The gel is light pink in colour , runny in consistency. The smell of it is very mild and not at all long lasting. It foams a little but a small amount is enough to clean the body. The best part about this body gel wash is that it’s extremely hydrating. Body doesn’t feel dry or rough after using this gel.",15/12/17,Body
"This strawberry shower gel fights free radicals. This shower gel gently cleans my skin, giving it the hydration it needs. It gives my skin a natural glow from within. Strawberry also helps keep my skin healthy and moisturized. The ellagic acid in strawberry helps in reducing fine lines and wrinkles on my skin.",23/11/17,Body
I love this shower gel because of it fresh and uplifting aroma. It is a non-irritating gel that smoothly glides on the skin and makes my skin feel soft and healthy. I highly recommend this product. ,21/11/17,Body
Nice...,20/02/18,Body
very nice smell....good cleansing effect...surely will buy again..,29/03/18,Body
it is amazing!!even u r oily sensitive acne prone skin too,17/09/18,Body
good product,14/12/17,Body
Smells good,15/01/18,Body
I choose this satsuma shower gel as it is loaded with essential nutrients and vitamins that are required for my skin to feel healthy. It not only boosts energy and liveliness in my skin but also makes my skin feel soft and smooth with a refreshing touch. The best part is that it does not irritate or harm your skin but instead it falls gently on my skin.,19/11/17,Body
just another body wash... not noticeably moisturising.. good but artificial fragrance,31/12/17,Body
Fragrance was very mild,11/03/18,Body
awesome shower gel,6 days ago,Body
I choose this satsuma shower gel as it is loaded with essential nutrients and vitamins that are required for my skin to feel healthy. It not only boosts energy and liveliness in my skin but also makes my skin feel soft and smooth with a refreshing touch. The best part is that it does not irritate or harm your skin but instead it falls gently on my skin.,19/11/17,Body
just another body wash... not noticeably moisturising.. good but artificial fragrance,31/12/17,Body
It's  a good product,09/01/18,Body
The best part of this is that it's completely natural.. SLS and PABA free. I really like it. Go for it guys.,21/12/17,Body
It's really soothes,02/03/18,Body
 fell in love with  this...the smell is that good. no longer using soaps now. this doent make my skin dry and rough like soaps,01/12/17,Body
used Nd old bottle how could you send me dis,16/09/18,Body
Great product!!! Makes the skin very smooth and you feel very fresh.,01/12/17,Body
It is a very nice product..,10 days ago,Body
I love this shower gel because of it fresh and uplifting aroma. It is a non-irritating gel that smoothly glides on the skin and makes my skin feel soft and healthy. I highly recommend this product. ,21/11/17,Body
Nice...,20/02/18,Body
"Cleansing, Hydrating, Smelling Great, Gentle",15/08/18,Body
,06/09/18,Body
"Cleansing, Hydrating, Smelling Great, Gentle",10 days ago,Body
"Cleansing, Hydrating, Smelling Great, Gentle",03/11/16,Body
"Cleansing, Hydrating, Smelling Great, Gentle",29/09/17,Body
"Value For Money, Cleansing, Hydrating, Smelling Great, Gentle",12/01/17,Body
"Cleansing, Smelling Great, Value For Money",19/08/18,Body
"Value For Money, Cleansing, Hydrating, Smelling Great, Gentle",05/02/17,Body
Value For Money,30/07/18,Body
,31/12/17,Body
,17/08/17,Body
,17/08/17,Body
,20/05/17,Body
"Expensive, Smelling Great, Gentle",11/01/17,Body
"Value For Money, Cleansing, Hydrating, Smelling Great, Gentle",28/12/16,Body
"Cleansing, Hydrating, Smelling Great, Gentle, Value For Money",18/06/18,Body
,22/05/18,Body
"Cleansing, Hydrating, Smelling Great, Gentle",21/08/18,Body
"Cleansing, Hydrating, Smelling Great, Gentle, Value For Money",13/06/17,Body
"Cleansing, Smelling Great, Gentle",14/09/17,Body
"Value For Money, Cleansing, Hydrating, Smelling Great, Gentle",17/04/17,Body
"Cleansing, Hydrating, Smelling Great",10/09/17,Body
"Cleansing, Smelling Great, Gentle",16/06/17,Body
"Cleansing, Hydrating, Smelling Great, Gentle",29/06/17,Body
,14/03/14,Body
"Not Hydrating, Not Gentle",26/02/17,Body
"Cleansing, Hydrating, Smelling Great, Gentle",25/10/17,Body
,06/12/17,Body
,20/12/17,Body
Convenient Packaging,24/02/18,Body
"Value For Money, Cleansing, Not Hydrating, Smelling Great, Gentle",24/06/18,Body
"Cleansing, Hydrating, Smells Blah!, Gentle",04/07/18,Body
"Cleansing, Hydrating, Smells Blah!, Gentle",17/07/18,Body
"Cleansing, Hydrating, Smelling Great, Gentle",27/04/18,Body
"Cleansing, Hydrating, Smelling Great, Gentle, Value For Money",27/02/18,Body
"Cleansing, Hydrating, Smelling Great, Gentle",26/02/18,Body
,19/11/17,Body
"Cleansing, Hydrating, Smells Blah!, Gentle, Value For Money",15/12/17,Body
,23/11/17,Body
,21/11/17,Body
"Cleansing, Hydrating, Smelling Great, Gentle",20/02/18,Body
,29/03/18,Body
"Cleansing, Hydrating, Smelling Great, Gentle, Value For Money",17/09/18,Body
,14/12/17,Body
,15/01/18,Body
,19/11/17,Body
"Cleansing, Not Hydrating, Smelling Great, Gentle",31/12/17,Body
"Cleansing, Not Hydrating, Smells Blah!, Gentle",11/03/18,Body
"Cleansing, Hydrating, Smelling Great, Gentle",6 days ago,Body
,19/11/17,Body
"Cleansing, Not Hydrating, Smelling Great, Gentle",31/12/17,Body
"Cleansing, Hydrating, Smelling Great, Gentle",09/01/18,Body
"Cleansing, Hydrating, Smelling Great, Gentle, Value For Money",21/12/17,Body
"Cleansing, Smelling Great, Gentle, Value For Money",02/03/18,Body
,01/12/17,Body
,16/09/18,Body
,27/11/17,Body
,10 days ago,Body
,21/11/17,Body
"Cleansing, Hydrating, Smelling Great, Gentle",20/02/18,Body
"Value For Money, Cleansing, Smelling Great, Non-Drying, Gentle",04/07/18,Hair
"Cleansing, Smelling Great, Non-Drying, Gentle",29/06/18,Hair
"Value For Money, Cleansing, Smelling Great, Non-Drying, Gentle",14/09/18,Hair
,09/04/18,Hair
"Value For Money, Cleansing, Smelling Great, Non-Drying, Gentle",06/04/18,Hair
,15/06/18,Hair
"Cleansing, Smelling Great, Value For Money",22/08/18,Hair
"Cleansing, Smelling Great, Drying, Gentle",14/09/18,Hair
"Cleansing, Non-Drying, Gentle",3 days ago,Hair
"Cleansing, Smelling Great, Non-Drying, Gentle, Value For Money",27/07/18,Hair
"Value For Money, Smelling Great, Gentle",02/08/18,Hair
"Not Cleansing, Smelling Great, Drying, Not Gentle, Expensive",13/08/18,Hair
"Value For Money, Cleansing, Smelling Great, Non-Drying, Gentle",21/08/18,Hair
"Value For Money, Cleansing, Smelling Great, Gentle",11/08/18,Hair
"Value For Money, Cleansing, Smelling Great",21/06/18,Hair
"Cleansing, Smelling Great, Gentle",07/03/18,Hair
"Expensive, Cleansing, Smelling Great, Non-Drying, Gentle",14/12/17,Hair
,25/11/17,Hair
,18/08/18,Hair
"Cleansing, Smelling Great, Non-Drying, Gentle",25/04/17,Hair
,09/11/16,Hair
"Expensive, Cleansing, Smelling Great, Non-Drying, Gentle",21/06/18,Hair
"Not Cleansing, Smells Blah!, Drying, Not Gentle, Expensive",18/05/18,Hair
"Cleansing, Smelling Great, Value For Money",24/07/18,Hair
,15/06/17,Hair
"Cleansing, Smelling Great, Non-Drying, Gentle",05/01/18,Hair
"Cleansing, Smelling Great, Drying, Gentle",14/05/17,Hair
,3 days ago,Hair
"Cleansing, Smelling Great, Non-Drying, Gentle",13/06/18,Hair
"Cleansing, Smelling Great, Non-Drying, Gentle, Value For Money",5 days ago,Hair
"Value For Money, Cleansing, Smelling Great, Drying, Gentle",04/03/18,Hair
,27/02/18,Hair
,07/10/17,Hair
"Smelling Great, Non-Drying, Gentle, Convenient Packaging",28/04/18,Hair
"Expensive, Cleansing, Smelling Great, Non-Drying, Gentle",04/09/18,Hair
"Smelling Great, Gentle",17/05/18,Hair
"Value For Money, Cleansing, Smells Blah!, Non-Drying, Gentle",07/09/18,Hair
"Cleansing, Smelling Great, Non-Drying, Gentle",11/07/18,Hair
"Cleansing, Smelling Great, Non-Drying, Gentle",12/01/18,Hair
"Cleansing, Smelling Great, Non-Drying, Gentle",13/08/17,Hair
"Expensive, Cleansing, Smelling Great, Drying, Gentle",21/07/17,Hair
"Cleansing, Smells Blah!, Drying, Not Gentle, Expensive",03/07/17,Hair
,08/07/15,Hair
"Cleansing, Smelling Great, Non-Drying, Gentle",02/03/17,Hair
Reducing Hairfall,10/07/16,Hair
,25/11/15,Hair
,15/08/15,Hair
,15/05/15,Hair
"Cleansing, Smelling Great, Non-Drying, Gentle, Value For Money",24/08/18,Hair
"Cleansing, Smells Blah!, Non-Drying, Gentle",7 days ago,Hair
,14/06/18,Hair
"Value For Money, Smelling Great, Non-Drying",7 days ago,Hair
"Not Cleansing, Smells Blah!, Drying, Not Gentle",13/09/18,Hair
"Cleansing, Smelling Great, Non-Drying, Gentle, Value For Money",18/09/18,Hair
,11/12/17,Hair
"Cleansing, Smelling Great, Non-Drying, Gentle, Packaging is Blah!",31/12/17,Hair
"Cleansing, Smelling Great, Non-Drying, Gentle",24/04/18,Hair
Smelling Great,04/02/17,Hair
,09/12/17,Hair
,11/02/18,Hair
,04/07/18,Hair
,29/06/18,Hair
Cheap compared to anywnere else,14/09/18,Hair
"Product doesn't seems original. Year back I have used these products but its not the same. Even frangrance is different.
I request purplle to check the authenticity of product and let me know. As I trust purplle!!",09/04/18,Hair
when i used first time my hiar silky smooth and managable.this shampoo best for straight hair follow xtenso care hair mask.,06/04/18,Hair
i got leakage product.I want to exchange that.call me,15/06/18,Hair
,22/08/18,Hair
it makes lather less ,14/09/18,Hair
,3 days ago,Hair
"It actually surprises me a lot. Generally any good anti dandruff shampoo cleans the scalp but in parallel, dries up the hair to some extent. But surprisingly this product does a very good job not only on the dandruff but also in terms of smoothing of the hair.",27/07/18,Hair
,02/08/18,Hair
please don't purchase anyone . hair is lot of dry . bad product for loreal. hate it,13/08/18,Hair
,21/08/18,Hair
"great product !!
saw the changes from first wash itself.. so happy",11/08/18,Hair
,21/06/18,Hair
,07/03/18,Hair
This a great product! I will definitely recommend this. It is very good for dry hair.,14/12/17,Hair
