review,time,category
"I must say that the faces' products are really good. I don't wear lipsticks usually but my mom uses faces' and so, I thought of trying it. But these crayons are so good and long lasting plus what a girl needs other than matte products. If you love matte, you should try it once.",2018-09-17 17:05:28,Makeup
"Brilliant brownish nude shade... It has a warm tone to it... Less peachy than cashmere but not too dark... Will suit all skin tones... Love the texture, staying power and pigmentation... Much love to this range...",2018-09-17 16:18:55,Makeup
It's a great buy... it's absolutely matte...Stays on for a long time....Love using it...,2018-09-17 13:41:13,Makeup
I can't imagine while going outside without it. It's very soft the peach colour suits me a lot.,2018-09-16 19:32:02,Makeup
Its a very beautiful peach brown nude colour. Very pigmented and matte.. if you are wearing heaving eye make up then this lip shade is must for for you. And it is also for daily use  too.,2018-09-15 18:44:59,Makeup
"Put me on, midnight rose and the pink pout, the girl next door these four shades I have now on my collection. These shades are really good lasts up to 7 hours .i would recommend everyone to put me on its a really beautiful shade. But I am not satisfied with the girl next door.",2018-09-15 16:00:25,Makeup
"I bought a pink pout,  put me on, midnight rose, a girl next door and  I would say that put me on is a beautiful shade. This crayon lasts up to 7-8 hours. But I’m not much satisfied with the shade girl next door.",2018-09-15 15:56:27,Makeup
Just loving this product. Ordering twice..it gives a beautiful colour on lips,2018-09-15 12:33:23,Makeup
Tried so many lip colors but dis one is the best. must have for everyone. the range of colors is awesome.,2018-09-15 11:18:52,Makeup
I love this product. long lasting & water proof.. and this color is perfect for dusky skin tone,2018-09-15 09:53:49,Makeup
I just love this ultimate pro matte lip crayon. so smooth and so pigmented . just a little bit stroke and you are done.,2018-09-15 08:29:24,Makeup
"It's a matte finish, smooth, do not crack. waterproof. love this crayon.",2018-09-15 08:00:09,Makeup
"Perfect lip crayon creamy and matte finish beautiful shade,  classy look.
",2018-09-15 06:29:57,Makeup
This is perfect shade for indian skin tone. Super pigmented. Glides vary easily. Its creamy texture giving matte finish. Amazing shade for wedding season.,2018-09-14 09:57:42,Makeup
Awesome lipstick. This would suit for every completion without a second thought.,2018-09-14 05:19:55,Makeup
"It was my 1st purchase of faces and lip colour too. My 1st shade was midnight rose and I really like it. That was the only reason I purchased more shades in just 20 days. Now I ordered two shades: (1) Irresistible pink and it is bright pink colour and I love this shade. (2) Majestic rose its shown in pictures like Little bit brownish colour in light shade but in reality, it is maroon in colour. Yes, it's nice but that was not that colour which I thought. Otherwise, I like faces crayons it's really pigmentated and matte and it stays for long and you don't need for touch up after lunch or dinner. I'm only disappointed with majestic rose shade.",2018-09-13 18:15:07,Makeup
It's a brownish nude and I kinda like it.,2018-09-24 17:40:23,Makeup
"Pros 
1. Great pigmentation and wear. Last for about 4-5hours without a top up and obviously no food. 
2. Fades beautifully. 
3. Shade range matches and suits a lot of Indian skin tones. 
4. Great price for a gift and love the magnetic cover.
5.  Nice pleasant scent.
Cons
1. Intially when I got it it had a layer of oil that had separated from the lipstick so initial application was a bit dry.
2. The packaging even tho is chic, is a little bulky.",2018-09-23 17:12:23,Makeup
"The color is beautiful, it glides easily and stays for long.",2018-09-23 15:44:52,Makeup
Super creamy.. Awesome texture.. Just love this one.,2018-09-23 15:42:56,Makeup
Just awesome.. Looks good on wheatish skin tone.. a must have,2018-09-23 15:41:34,Makeup
"It stays for long way better than Lakme products, I'm totally in love with this.",2018-09-23 15:19:01,Makeup
I usually don't like loud ones. This is amazing that's it nude and make me my lips feel glossy and natural love this shade a lot.,2018-09-23 13:45:15,Makeup
Long wear lipstick with luminous satin finish stay true colour last up to 10 hour,2018-09-23 13:02:46,Makeup
Full of spectrum of essential lipstick colour that are totally irresistible,2018-09-23 13:00:14,Makeup
For the price they have a great shade range and pigmentation is bomb.,2018-09-23 09:17:43,Makeup
Both the shades are good for Indian complexions but the shades are a little on the darker side as compared to the images. Overall worth the buy and my personal favorite will be Naughty nude among the two.,2018-09-23 09:05:51,Makeup
I used this from my friend and it suits me perfect. Highly recommending this shade.,2018-09-23 09:03:07,Makeup
Used it from my friend and its the best.. ❤️ recommending for everyone,2018-09-23 09:01:56,Makeup
The product promised is far different from product in picture . It does not work for skin tones which are on the darker side. Might work for a really fair skin tone.  It is disappointing.,2018-09-23 08:56:02,Makeup
"Smooth, perfect shade I was searching for this.. and this is the second buy for same colour... I loved it so much that bought another one for my mom also...",2018-09-23 07:07:16,Makeup
The shade is not exactly how it looks like... but some how I liked it on my skin.. Nykaa lipsticks are really better than anyone in the market.. after applying cracks are not even seen.. it looks smooth..,2018-09-23 07:05:48,Makeup
The product is good....and well pigmented but it has a taste....which I didn't like ...l like lipstick that doesn't have any taste.... otherwise I don't have a prob with that it's a great product...,2018-09-23 03:33:23,Makeup
Good matte lipstick. Awesome shade.. Lil creamy.. All day stay. Great application.. #naughty nude,2018-09-23 03:28:29,Makeup
"Super creamy 
Perfect for lips",2018-09-22 22:20:23,Makeup
Less pigmented .. 2 to 3 application requires. Not as the colour I expected,2018-09-22 18:36:44,Makeup
I ordered 115 ivory bcoz of my fair skin tone and it's unbelievable. It gives a shiny look to your face and affordable too. Must buy.,2018-09-24 18:29:12,Makeup
Gives matte finish at the same time minimise pores.. overall a really good product.. fit me foundation and fit me concealer both are fantastic.. happy with the product...,2018-09-24 17:47:42,Makeup
"I finished over 2 bottles of this foundation. It is good for oily to combination skin. Gives a very natural finish. It is not full coverage though, its medium coverage which is buildable. Most of the shades have a warm undertone which suits Indian skin tone the best. Go for it girls!",2018-09-24 16:52:33,Makeup
This is the best foundation. Sometimes you may think that it doesn't fit you or it is Cakey. It is because you have not moisturised your skin nicely or you have not applied a good primer.,2018-09-24 15:01:17,Makeup
"Lightweight.
Semi Matt.
Medium coverage.
Good for all skin types.
Available in multiple shades.
Totally worthy.
Cheap.",2018-09-24 13:51:54,Makeup
"This foundation works so well on people having normal to oily skin type
Like I'm one of them
and believe me
This doesn't allow the secretion of oil
Like I've used it the entire day
Tho after 3-4 hours of application, your spots and acne become visible
but it can control your oil secretion throughout the day
But those who with dry skin
please don't use it
as it can leave white patches after 2-3 hours of application which you won't like
so thumbs up for Oily Skin
and thumbs down for dry skin",2018-09-22 19:01:58,Makeup
not full coverage but gives a sheer luminous finish.,2018-09-22 17:49:02,Makeup
This product turned out to be really awesome! A must buy in the make up kit ☺️,2018-09-22 17:37:17,Makeup
this is one of the best foundation. easy application and easy to carry,2018-09-22 17:33:23,Makeup
I was dying to buy this fit me foundation.. it is really a great experience. I bought the warm nude shade and it blends well great coverage area. I'm so happy to have this!,2018-09-22 17:24:57,Makeup
i love this foundation as it gives a matte finish and sufficient coverage. It also offers quite a few shades,2018-09-22 16:14:50,Makeup
this is such an amazing foundation for the price it comes at. totally worth the craze! This foundation is amazing!!!,2018-09-22 15:08:37,Makeup
I have used this product it suits almost every skin tone and its affordable only because of nykaa. ,2018-09-22 15:02:05,Makeup
The product gives a flawless matte look to the skin. Lasts for the whole day long.,2018-09-21 20:20:04,Makeup
Medium coverage and looks natural on skin. Does not look cakey. Easily blendable. Best for oily to combination skin❤️,2018-09-21 15:33:27,Makeup
It gives a smooth finish to the face and is great for the price. It can be used on a daily basis and stays for a long period of time without giving a cakey texture to the face.,2018-09-21 14:54:31,Makeup
Fit me is awesome. I just love this range. All products of Maybelline are cool enough but fit me is love...,2018-09-21 14:45:02,Makeup
Good one,2018-09-20 15:42:50,Makeup
It is the best foundation  and it is affordable. I love  this foundation.,2018-09-20 15:21:43,Makeup
Just a perfect drugstore foundation. I am dusky skin. The suitable fit me concealer shade will be 'cafe cafe'.,2018-09-20 14:12:55,Makeup
Its non-drying and stays for very long on the lips. I have the shade Red Carpet and its the perfect red for me which can be used in weddings as well. It stays even after eating! It is not very transfer-proof but everything has flaws! I wish it had more shades.,2018-09-24 16:54:22,Makeup
"the colour is fantastic but it doesn't blend in lips well. it lives long on lips but as it doesn't blend well, get cluttered on lips. not recommended.",2018-09-22 14:41:54,Makeup
Best long lasting creamy matte textured Lipstick for daily office use. I am just a fan of it.,2018-09-21 20:32:36,Makeup
Best long lasting creamy textured Lipstick for daily use.,2018-09-21 20:31:10,Makeup
Stays upto 10 hrs without touchup... Really liked it ❣️,2018-09-20 04:22:45,Makeup
I loved the shade lively violet... Worth buying...,2018-09-19 13:03:09,Makeup
It's totally a waste of money. Not suitable for tan lips.,2018-09-18 11:02:27,Makeup
I'm never disappointed with Maybelline products and so as this product. I have medium fair skin tone and it suits me also. Very worth buying and would recommend strongly for all skin types and skin tones...A big Thumbs up for this product...,2018-09-18 10:23:58,Makeup
"There are so many beautiful shades but it doesn't stay for long , you have to re apply it after 2-3 hours.",2018-09-17 19:25:13,Makeup
It's too dry and colour which I got is not the same which is shown here.,2018-09-17 18:34:48,Makeup
Using red rush...Beautiful colour blends like butter on the lips...But it's giving a little glossy look instead of matte...,2018-09-17 13:22:46,Makeup
"So finally I need to stop buying the Maybelline lipstick range. I have tried their all 24 hours stay, super stay, colour show, metallic all lipsticks but despite such a brand and such good creamy texture, the staying power is zero! So please stop claiming even.",2018-09-17 08:18:03,Makeup
It's a good orangish red colour..but it's semi-matte types..too good for the price,2018-09-15 13:17:45,Makeup
"It's a tricky red. but a good one. I love this color but I don't know why it tends to look pinkish after 3-4 hours on my lips. Also, it doesn't stick long for me. This one red can look good on any complexion. this is my everyday red.",2018-09-15 13:01:30,Makeup
"Pink power is a very light and ""patchy"" lipstick.I regret having bought this one! It mostly suits a very fair skin tone. I liked Rock the coral when compared to Pink power. This is also a light shade which has got a pink undertone and not so patchy.",2018-09-14 19:26:35,Makeup
Pink power is patchy and very light coloured lipstick. I regret having bought this one. It mostly suits fair skin tone. I liked rock the coral even though it's having a pink kinda shade. I prefer Rock the coral over Pink power.,2018-09-14 19:13:57,Makeup
Beautiful range by Maybelline. just love this color. matte finish. stays for 3-4 hrs,2018-09-13 19:59:37,Makeup
It has a smooth texture and doesn't make my lips too dry. I am giving 4 stars as the shade doesn't suit me.,2018-09-13 17:06:50,Makeup
Loved the shade..and it's quite reasonable compared to other brands.,2018-09-13 17:01:40,Makeup
I have a fair skin. I personally didn't like this colour coral... It doesn't suites me...,2018-09-13 12:22:57,Makeup
"I am in love with this lip crayon.i have 4 color shades from this range.
pros- affordable, good color payoff, doesn't smudge, matte and  easy to apply
cons- need to sharpen it which can cause little wastage of the product and can  dry lips 

quick tip- moisture your lips with a balm and then apply this crayon (works amazingly and doesn't dry lips)",2018-09-27 20:47:43,Makeup
1st it is not at all matte. Its like glossy and remove by hands with one swipe.,2018-09-27 18:06:06,Makeup
Worth for the price.,2018-09-27 16:23:18,Makeup
Love the product!,2018-09-27 14:59:51,Makeup
The texture is just like a crayon we use on paper. Soft and delicious smelling.however the color s are little different than picture not highly pigmented. However stays long unless you eat something oily. Pocket-friendly..so must try.,2018-09-27 11:38:56,Makeup
"This is an awesome nude color for fair to medium skin tones....might wash out deeper complexions...must try at the counters before buying online....but otherwise perfect for everyday wear and for no-makeup looks! it gives a creamy finish, quite light colored and it looks like my lips but a better shade! The only drawback that the size is extremely small and comes with no sharpener.",2018-09-27 09:06:21,Makeup
Affordable crayon.,2018-09-27 06:31:21,Makeup
Shade is good but you can't Sharp the pencil..it keeps breaking..lot of wastage,2018-09-27 05:22:07,Makeup
A nude shade for dusky skin tone is superb.,2018-09-26 17:55:10,Makeup
"Very affordable. lovely texture, formula. glides like a butter. lakme know their lipstick game really well. I have the shade cinnamon brown- which is lovely everyday kind of a shade & can be used as a neutralizer on a dark shade lipstick.
another shade I have is shocking pink- is this really peppy pink color which just uplifts your mood. a very beautiful shade
definately recommend this.
atleast one shade from this range is definately worth trying it.
totally in love with these. thanks, Nykaa.",2018-09-26 16:51:14,Makeup
There is only 1 drawback which is lack of shades but overall its good.,2018-09-26 14:53:04,Makeup
"It is an average lip color. Can be used just casually, not lasting much.",2018-09-26 12:09:18,Makeup
I like the crayon very much. I use it all the time when I go out.. to all places.,2018-09-26 07:37:38,Makeup
"These are tiny bundles of joy. Very pigmented, very smooth on the lips, I would definitely recommend!",2018-09-26 06:55:45,Makeup
Better than Lipsticks!!,2018-09-26 06:38:39,Makeup
"I own 3 shades from this range and love them. This product is a must-have. The shades in this range are very good. It doesn't dry out on the lips, doesn't make them look flaky. Stays for 3-4 hours from initial application. It's worth a try. I like the peach shade.",2018-09-26 05:43:02,Makeup
It's a nice shade of pink and can be worn daily. The shade I purchased was shocking pink.,2018-09-26 04:13:11,Makeup
The Colour is good ..but it makes my lips too dry.,2018-09-25 21:35:45,Makeup
Colour came same as shown in the image.,2018-09-24 18:19:26,Makeup
Good texture... matte lipstick... the great one...,2018-09-24 18:01:53,Makeup
The colour blush velvet is really cool & nude shade.. Use it day & night both time..,2018-09-28 06:55:17,Makeup
"I bought coffee light, cocoa soft and plum rose. Amazing. Kept coming back for more. Hope they come up with more shades for the darker tone girls.",2018-09-27 18:14:42,Makeup
"Has a creamy formula so it doesn't dry the lips. Staying power is okay though, doesn't survive a heavy meal. If left undisturbed, it stays on the lips for 4 to 5 hours. Overall a good product.",2018-09-27 16:04:27,Makeup
It's good. The colour is so rich and makes you look more beautiful. Just go for it blindly if you want to sparkle or impress. It lasts for a longer time and it's perfect matte!! So much love for it,2018-09-27 08:49:37,Makeup
Nice mousse texture with hint of coco fragrance. Do not dry out lips.,2018-09-27 06:26:14,Makeup
"This color is so beautiful that I am going to buy it again n again
Had bought it the first time as my wedding makeup kit and seriously its a must have for a newly wed girl.
Color is so pretty. Just make sure to exfoliate and hydrate ur lips a bit before using. It's a beautiful reddish tone that goes too well on a dusky skin girl like me.",2018-09-26 14:52:27,Makeup
"Awesome shade. the Matt finish just gives the perfect look to the face, enhances beauty and the best part is it stays long! Unique shades available, surely gonna try rest of them...",2018-09-26 12:53:17,Makeup
Loved it .. gives an elegant look.,2018-09-26 11:43:17,Makeup
Awesome,2018-09-26 09:55:00,Makeup
"I love the shade burgundy lush, especially for whitish skin tone... nice pigmented ... I also use it for blush effect as the product is blendable.",2018-09-26 09:38:01,Makeup
Its a perfect nude for a medium to fair skin tone. But it might wash out the dusky beauties. Watch swatch videos before buying.,2018-09-26 05:47:12,Makeup
Its a beautiful brown with warm undertones. Its my first brown lipcolor and I am in love with it.,2018-09-26 05:44:31,Makeup
"Works great as a blush, didn't like it was a lipstick as much. Has a strong chemical smell. The look of the lipstick is cute.",2018-09-25 18:09:59,Makeup
"After reading so many positive reviews , I bought these 2 shades ... Well, I was looking for brown or mauve shades but these shade especially coffee lite is none of those. But unusually its combination of both. This is a very subtle shade kind of brownish purplish mauve.  It’s a very different shade. I like a subtle calm bold look. I am fair skin tone and it’s kind of look nude on me.  While plum feather is a popping vibrant pinkish red shade, kind of magenta. Gives you a perfect pop of colour.  The texture of lipstick is mousse kind creamy, easy to apply with a wand but it slightly takes time to dry. To transfer proof and smudge proof.",2018-09-24 15:39:21,Makeup
"This lipstick is my companion. I just can't go anywhere without carrying this lipstick with me. Be it a date or just going to college, this colour is perfect for every occasion. The lipstick feels very light on the lips and I just love the smell. This can also be used as a blush on the cheeks.",2018-09-24 14:50:00,Makeup
"Very lightweight formula and amazing pigmentation, better than NYX smlc, wish they had more shades.",2018-09-23 13:47:39,Makeup
I am using it from last 2 months. It stays through my office hours and looks amazing. I feel comfortable after applying it.,2018-09-22 21:02:27,Makeup
"Highly pigmented and looks great on the lips! The stay is great, too !",2018-09-21 21:21:27,Makeup
amazing finish. Smooth texture. Matte look and vibrant colors. It feels light on lips and has a very smooth and velvety finish and there is no leaking or bleeding whatsoever. highly recommended.,2018-09-21 20:02:34,Makeup
Great for better colour direction check some YouTube videos first.,2018-09-21 18:06:42,Makeup
A beautiful matte shade... Looks pretty when applied...,2018-09-24 17:57:55,Makeup
This is a black colour with a tinge of the wine colour. The nails looks beautiful when it dries off and gives a winish black colour. Its a must have.,2018-09-24 14:52:21,Makeup
Its a beautiful white colour. The nail paint stays for a week. The matte finish is really great.,2018-09-24 14:14:42,Makeup
This is a very beautiful green colour. It's a sober colour. The matte finish is obviously good. And it stays for a long time.,2018-09-24 14:05:51,Makeup
I love the matte finished of this product. It has more pretty shades. i simply love this one,2018-09-23 13:13:10,Makeup
"Perfect color, with color contrast help to create brighter looking nails.",2018-09-23 13:06:25,Makeup
The colours are nice and the quality of nail polishes is also good.,2018-09-23 05:10:47,Makeup
I'm totally in love with almost all the shades in Matte look Nykaa is offering. The only drawback is that few nail paints they've sent are of 2017 and thus are close to expiry,2018-09-23 03:17:17,Makeup
Quality is really amazing,2018-09-23 02:57:49,Makeup
"These nail polish are so long lasting so so matte and looking beautiful in anyone's hand, also bottles are so big.",2018-09-23 02:33:16,Makeup
This is by far the best nude shade I have ever tried. It looks amazing as matte and even with a top coat. ,2018-09-22 07:41:21,Makeup
"Totally love this product, in just one swipe it gives your perfect colour. It has a nice matte finish, hands look manicured. Definitely, buy if you're into the pastels.",2018-09-21 18:15:49,Makeup
I can wear this colour forever..it's so beautiful and so rich plus the matte effect is just amazing..love it!!!,2018-09-21 16:55:06,Makeup
"Beautiful colours, easy to apply, and super fast drying. There's nothing bad about this. Just buy it without thinking twice.",2018-09-20 12:28:36,Makeup
The texture is amazing but it's coral- orange in color. It's not the same as the picture shown. Not that impressed with the color!,2018-09-20 06:18:24,Makeup
Matte finishing is amazing and dries up real fast.,2018-09-19 19:50:28,Makeup
Just bought nutcracker dreams. It is actually brown in colour. Dunno why the picture above shows as pinkish colour. Apart from that very nice matte colour. Love it! Now I have to buy another one to get my pink fix!,2018-09-19 12:41:49,Makeup
"This is absolutely amazing guys. You need to try this one out. Only a layer looks flawless, I cover it up with two. Also the instant matte texture that you get will win your heart for sure❤",2018-09-19 12:11:29,Makeup
"The nail paint is really nice..soothing colour. Loved it.
Stays for long. Will love to buy more of these.",2018-09-19 07:58:49,Makeup
"Good nude shade,quick drying.

but it breaks your nails after long time use.",2018-09-19 07:48:31,Makeup
Loved it.,2018-09-28 09:27:54,Makeup
Loved the color. Thank you Nykaa.,2018-09-28 09:26:55,Makeup
Very matte yet so creamy. Lakme 9 to 5 has got the exact formulation that I look forward to lipsticks.the shade is very similar to Nykaa matte lipstick shade chai. The shade will suit from fair to dusky skin tones. I am going to rock this shade in a mint colored top. ,2018-09-28 09:20:48,Makeup
Amazing.,2018-09-27 20:51:29,Makeup
I apply it on daily basis as I go to office it stays on my lips for hours no need of touch-up even after eating or drinking anything my favourite lipstick.,2018-09-27 17:51:21,Makeup
It's really good product.,2018-09-27 16:39:30,Makeup
In love with it. It's long lasting plus gives a good look after applying. The matte texture is super good.,2018-09-27 13:40:12,Makeup
This color is amazing and looks good on every skin tone. Also it is matte with nice fragrance. One must surely try it.,2018-09-27 13:39:01,Makeup
The pigmentation is really good and the color is dark pink. I am loving it.,2018-09-27 12:52:24,Makeup
I am the color with rosy sunday.. Lovely texture.,2018-09-27 12:18:36,Makeup
"It is a subtle color to be worn every day, long lasting, good fragrance.",2018-09-27 12:10:22,Makeup
This is simply very good lip color. not so creamy not so matte.. just perfect look. Looks matte but creamy texture doesn't let your lips dry.. my favorite color is pink post .,2018-09-27 12:08:33,Makeup
"After hearing a lot of good reviews, I went for the Blushing Nude shade. I love to wear this to work.",2018-09-27 10:28:16,Makeup
"Definitely love the color and texture as well. Didn’t dry out my lips. Long lasting. Must have product. With the right color, you’re ready to rock.",2018-09-27 09:52:15,Makeup
The best quality lipstick ! Can't wait to get my hands on all the shades .,2018-09-27 09:17:43,Makeup
Very nice product.,2018-09-27 09:10:38,Makeup
Good,2018-09-27 07:26:17,Makeup
I've a brown skin and it's not so great as the reds and maroons . This is my opinion and it's totally subjective.,2018-09-27 05:25:46,Makeup
Perfect lipstick.,2018-09-26 21:32:24,Makeup
It is very long lasting and great matte finish lipstick.,2018-09-26 21:17:28,Makeup
I had the shade Copenhagen which is a deep Maroon color. The formula is so comfortable on lips that I had to get more colors. I got the shade Berlin which is a brown color for medium skin tones. I love both the colors.,2018-09-23 04:02:30,Makeup
"My friends gifted me this from Nykaa and oh i love how it smells and how it is so smooth on my lips. Also, it doesn't dry out my lips!",2018-09-22 18:00:28,Makeup
Worst experience from nykaa today lipstick is very oily and remove easily.,2018-09-20 08:11:49,Makeup
"It is a really nice shade, not at all as brown as shown in the images but rather a much better subtle nude shade which compliments medium skin tone really well!",2018-09-19 12:53:02,Makeup
It is not of the same colour as shown in the picture.,2018-09-19 07:45:41,Makeup
Best lip cream. Matte loves it. Perfect on lips. Love it so much... satisfied. Nykaa the best place to buy.,2018-09-18 13:23:55,Makeup
I really like these lip creams but I ordered 2 new colours BEIJING and CABO and they turned out to be completely different...They are very light in reality and not as dark as they are shown... A little disappointed...,2018-09-18 11:53:30,Makeup
"I bought the shade, San Diego. The texture is very soft and good, but I'm very disappointed with the colour as it is not even close to the colour shown in the pic. I have fair skin tone and pink lips and this shade looks very pale on my lips.",2018-09-18 09:00:09,Makeup
The quantity of the product s too less and price for the same s unworthy.. kinda less satisfied.. but the shade s relatable to picture.,2018-09-17 11:03:06,Makeup
I bought this shade by reading reviews on Nykaa... And guess what it's totally worth it. it is non-transferable and matte finish lip colour... Loved it!,2018-09-17 04:15:37,Makeup
"Got this with my first salary, love this colour. Wanted to get Transylvania but it is not in stock. :-(",2018-09-16 14:10:36,Makeup
"Cannes is a beautiful shade. Suitable for fair to medium skin tones. Glides easily. It's not like any other liquid lipstick. Very light, the formula is superb. NYX is my favourite brand of liquid lipstick.",2018-09-16 13:35:32,Makeup
It has got a nice texture and scent. And this shade is suitable for every skin tone. It does not make your lips dry. GO FOR IT!!,2018-09-16 11:15:54,Makeup
"I got the prague shade, pigmentation is okay. You need to prepare your lips before using this, like a foundation underneath, I had used a lip balm underneath on the first day and the color transferred to my tea cup. Two coats is a must for the true color to show! Too much effort to put during rush hours.",2018-09-16 05:45:20,Makeup
"Absolutely love the formulation and the shades Leon and Copenhagen that I use. it's really lightweight and creamy on lips. definitely worth the price. the shade Leon is a burnt orange shade, mix of brown with hints of orange. love it!! Copenhagen is a rich and a sexy shade with a purple and pink combination. perfect for a night out!",2018-09-15 17:53:58,Makeup
"Ordered this lipstick with lots of hope but it was not as per my expectations. The formula for the lipstick is really thin and after applying you can see your skin. On application of the lipstick..for a few seconds..it crusts around the corner, showing lines. After that it will give you matte finish.",2018-09-14 18:13:27,Makeup
Ordered this shade..n it quite delivers the purpose.. it lasts for long and doesnt dry the lips much..application is smooth..But it seemed like a fake product looking at the logo on the bottle..,2018-09-13 19:43:06,Makeup
Feels really smooth on lips... Amazing texture... One drawback... It dries off a little late... But it's flawless once it dries off!,2018-09-13 13:33:57,Makeup
I love using the shade Dubai.,2018-09-13 13:04:54,Makeup
"Brought Transylvania, Zurich, Monti Carlo and Copenhagen - love all of this. Especially the shape Copenhagen. ♡ Love love loves them.",2018-09-13 06:21:59,Makeup
"I can't describe how much good stuff is this the smell was good, and long-lasting.",2018-09-23 13:26:23,Makeup
I bought from Nykaa painstix lipstick of shade grunge brown. It has got a mixture of dark brown and wine tinge . It's matte and has good texture . It's easy to apply. I really love all Nykaa products.,2018-09-23 12:08:25,Makeup
"Bought it randomly, colour is really nice, not sure about transfer proof yet.",2018-09-22 19:48:34,Makeup
Awesome product. Loved the formulation. great product at this price. ,2018-09-22 17:19:15,Makeup
recommended by one of my friends because she had one and loved it. ,2018-09-22 16:15:25,Makeup
"its different from other brands. it lasts long and it does not split. its not dry matte, its creamy matte which does not leave dry lips ☺",2018-09-22 15:24:38,Makeup
Doesn't dry the lips. Love the color and the packaging. Suits well to fair skin. Lasted longer than expected. Love this product :),2018-09-22 10:00:51,Makeup
This glides on your lips like a dream. I have four shades from this range and i love wearing them on a daily basis they're really comfortable to wear and the colour payoff is amazing! it leaves a slight tint even after hours of usage! the packaging is also really good!,2018-09-21 21:36:50,Makeup
"Best lipstick I've used in a while stays long, pigmentation is really good.",2018-09-21 15:49:31,Makeup
This was my first Nykaa lipstick and i absolutely loved the color and the texture of the lipstick. Its exactly the kind of Red that i wanted. It resembles Mac Russian Red and is long lasting.,2018-09-20 12:29:13,Makeup
"I am currently going through my fifth Rebellious Red and I'm so glad I found this product. Value for money, pigmentation, finish, lasting... everything on point.",2018-09-19 19:01:42,Makeup
"This product is amazing. The colour is so beautiful and it totally compliments my skin tone. It is my go-to lipstick. I can wear it with any outfit, it goes with everything.",2018-09-19 11:03:15,Makeup
"Not fully matte. Also, completely different from the color shown.",2018-09-19 10:26:31,Makeup
"It looks a little on the purple side but still is a very beautiful colour.
Love the creamy finish but does not stay longer than 4-5 hours.",2018-09-19 09:52:45,Makeup
"It's very creamy but it does not look as the same colour in the picture.
It's a little darker than that.

Great product but would recommend you to go to a Nykaa store and test it first
",2018-09-19 09:48:17,Makeup
"As the name says, it makes you look like a bomb. Highly pigmented and long lasting. Absolutely in love with this.",2018-09-18 16:10:38,Makeup
This lipstick from nykaa makes you look like a bomb. Highly pigmented and my recent favourite. Long lasting. A product and colour which can be blindly trusted.,2018-09-18 16:08:34,Makeup
"Good packaging
Stay is not too long lasting but well for the price
A trending colour which suits almost all skin tone.",2018-09-18 12:05:45,Makeup
I am not a fan of the pink colour in a lipstick. But I really like this shade. It's the kind any skin tone can pull off and doesn't look too much to go.,2018-09-18 11:06:23,Makeup
This shade is towards the darker side and suits my undertone. I have a wheatish complexion and I absolutely love how it glides on my lips. It has a creamy texture and is not completely matte but it isn't glossy as well which I personally like. I'll probably order the shade again once I have finished this one.,2018-09-18 10:59:44,Makeup
"Lovely colour, lovely lipstick in this range...",2018-09-24 17:53:18,Makeup
I ordered this product at a discount of Rs. 20. This is one of my fav lipstick at this price range. The colour Mauve Date is so beautiful. The lipstick is so smooth and sticks to my lips for long.,2018-09-24 13:53:25,Makeup
A good option when you are on a strict budget since the price range is on the cheaper side. I have bought 5 shades from this range. Nice colors.,2018-09-23 03:55:32,Makeup
Awesome lip stick I bought in mauve date shade and its pretty amazing,2018-09-22 19:24:10,Makeup
"It has a rich color and creamy texture. The color stays for long and you can get a nice color even with a little amount.
Love Elle 18 for great products at affordable prices.",2018-09-22 15:04:26,Makeup
"Must use wine11, pink23, mauve date, not to buy rockstar red its like pink, super pink it's like red, orange doesn't suit on everybody.",2018-09-21 18:40:41,Makeup
"My shade- pink kiss, bright pink. Excellent matte lipsticks, best price. I have most of them & love them all. Recommend it.",2018-09-21 18:28:45,Makeup
"My shade- lets tango. Orange-red. Excellent matte lipsticks, best price.",2018-09-21 18:27:12,Makeup
I'm in love with the shade and just awesome texture. Love it.,2018-09-20 18:26:42,Makeup
I'm using all the shade of this range and in comparison with price it's tooo good.,2018-09-20 18:13:43,Makeup
I love the product it smell so good and texture is perfect. So girls go for it.,2018-09-20 14:38:53,Makeup
Bought this product. Being 100 bucks and it's pretty cool. Totally loving this shade.,2018-09-20 13:59:16,Makeup
Elle lipsticks are amazing. we get good quality and shade in less price.,2018-09-20 09:16:47,Makeup
"3-4 hrs max on your lips. 
still really good. 
I have same brand shades I still can't control to buy more.",2018-09-19 18:40:50,Makeup
"This is the best and affordable lipstick.
It is Matt but doesn't make my lips dry.
I will surely buy all shades of this lipstick.",2018-09-19 14:28:28,Makeup
I want all the shades by Elle 18...It is so good and economic...,2018-09-19 14:01:56,Makeup
It's amazing that we can get such a huge range of colours at such an affordable price. The pigmentation is excellent but the colours may be deceiving here on the site because I ordered mauve date which here it looks like nudish but is actually more on the purply mauve.,2018-09-19 12:41:09,Makeup
"Good lipstick stays for 4-5 hours, not really matte.",2018-09-19 12:13:42,Makeup
I bought rust rage which is a cross between tangerine and coral. The colour is very unique- bright but not loud and can be worn on a daily basis. These lipsticks are more like velvet matte with a slight sheen and stay up to 4 hours with slight fading and light meals.,2018-09-19 06:27:03,Makeup
"Bought red one.. it stays for 3, 4 hours... Hydrating too...",2018-09-19 04:47:57,Makeup
I am in with love this colour... It is same as Ruby wo Mac....,2018-09-24 16:53:43,Makeup
